0.29,0.00
-0.89,0.00
-3.37,1.00
-7.89,4.00
-14.44,7.00
-20.02,10.00
-20.33,10.00
-14.35,5.00
-5.08,0.00
3.95,-5.00
9.91,-9.00
11.07,-8.00
7.63,-6.00
2.23,-2.00
-3.20,1.00
-7.30,3.00
-9.39,4.00
-10.19,4.00
-9.57,3.00
-6.45,1.00
-1.51,-1.00
3.37,-4.00
6.45,-6.00
6.81,-5.00
4.64,-3.00
1.08,-1.00
-2.35,0.00
-4.95,2.00
-6.63,3.00
-7.04,3.00
-5.74,2.00
-2.94,0.00
0.48,-1.00
3.35,-3.00
4.75,-4.00
4.49,-3.00
2.96,-2.00
0.85,0.00
-1.28,0.00
-3.10,1.00
-4.28,2.00
-4.46,2.00
-3.45,1.00
-1.57,0.00
0.48,-1.00
2.10,-2.00
2.92,-2.00
2.88,-2.00
2.08,-1.00
0.72,0.00
-0.89,0.00
-2.25,1.00
-2.91,1.00
-2.72,1.00
-1.81,0.00
-0.59,0.00
0.53,0.00
1.26,-1.00
1.54,-1.00
1.41,0.00
0.97,0.00
0.38,0.00
-0.22,0.00
-0.64,0.00
-0.77,0.00
-0.57,0.00
-0.20,0.00
0.11,0.00
0.15,0.00
0.07,0.00
0.01,0.00
0.02,0.00
0.08,0.00
0.09,0.00
0.09,0.00
0.10,0.00
0.13,0.00
0.20,0.00
0.27,0.00
0.27,0.00
0.27,0.00
