108695,23.35,-1.00
108789,22.23,0.00
108883,21.19,0.00
108978,21.25,0.00
109072,22.38,0.00
109166,23.60,-1.00
109260,23.88,-1.00
109354,22.93,-1.00
109448,21.57,0.00
109542,20.99,0.00
109637,21.69,0.00
109731,23.02,-1.00
109825,23.84,-1.00
109919,23.45,-1.00
110013,22.24,0.00
110107,21.23,0.00
110202,21.32,0.00
110296,22.44,0.00
110390,23.70,-1.00
110484,24.07,-1.00
110578,23.20,-1.00
110672,21.78,0.00
110766,20.94,0.00
110861,21.32,0.00
110955,22.49,0.00
111049,23.36,-1.00
111143,23.19,-1.00
111237,22.08,0.00
111331,21.05,0.00
111426,21.13,0.00
111520,22.30,0.00
111614,23.67,-1.00
111708,24.17,-1.00
111802,23.32,0.00
111896,21.75,0.00
111990,20.70,1.00
112085,20.97,0.00
112179,22.30,0.00
112273,23.59,-1.00
112367,23.80,-1.00
112461,22.81,0.00
112555,21.41,0.00
112649,20.82,0.00
112744,21.59,0.00
112838,23.03,-1.00
112932,23.92,-1.00
113026,23.48,-1.00
113120,21.98,0.00
113214,20.73,0.00
113309,20.88,0.00
113403,22.32,0.00
113497,23.87,-1.00
113591,24.26,-2.00
113685,23.04,0.00
113779,21.14,0.00
113873,20.12,1.00
113968,20.77,0.00
114062,22.49,0.00
114156,23.87,-1.00
114250,23.86,-1.00
114344,22.49,0.00
114438,20.88,0.00
114532,20.45,0.00
114627,21.60,0.00
114721,23.32,-1.00
114815,24.15,-1.00
114909,23.40,-1.00
115003,21.58,0.00
115097,20.30,1.00
115191,20.85,0.00
115286,22.93,-1.00
115380,24.87,-2.00
115474,25.11,-2.00
115568,23.31,0.00
115662,20.67,1.00
115756,19.30,1.00
115851,20.39,0.00
115945,22.96,-1.00
116039,24.87,-2.00
116133,24.61,-2.00
116227,22.21,0.00
116321,19.37,1.00
116415,18.43,2.00
116510,20.33,0.00
116604,23.46,-1.00
116698,25.33,-3.00
116792,24.55,-2.00
116886,21.64,0.00
116980,18.82,2.00
117074,18.44,2.00
117169,21.07,0.00
117263,24.56,-2.00
117357,26.22,-3.00
117451,24.63,-2.00
117545,20.73,0.00
117639,17.52,3.00
117734,17.59,2.00
117828,21.19,0.00
117922,25.46,-3.00
118016,27.63,-4.00
118110,26.28,-3.00
118204,21.42,0.00
118298,16.39,4.00
118393,14.92,4.00
118487,18.02,2.00
118581,23.06,-1.00
118675,26.68,-4.00
118769,26.69,-4.00
118863,22.16,0.00
118958,15.28,4.00
119052,11.08,7.00
119146,12.78,5.00
119240,18.54,1.00
119334,24.27,-3.00
119428,26.29,-4.00
119522,22.59,-1.00
119617,14.05,4.00
119711,5.71,10.00
119805,3.55,11.00
119899,7.98,7.00
119993,14.57,1.00
120087,18.59,-1.00
120182,16.87,0.00
120276,9.58,5.00
120370,1.34,11.00
120464,-1.05,11.00
120558,3.62,7.00
120652,11.16,0.00
120746,16.66,-3.00
120841,16.20,-3.00
120935,9.68,2.00
121029,0.94,8.00
121123,-2.83,10.00
121217,1.06,6.00
121311,8.67,0.00
121406,15.05,-4.00
121500,15.63,-4.00
121594,9.79,0.00
121688,0.81,7.00
121782,-4.01,10.00
121876,-0.79,7.00
121970,7.04,0.00
122065,14.46,-5.00
122159,16.15,-6.00
122253,10.90,-1.00
122347,1.32,5.00
122441,-5.45,10.00
122535,-4.01,8.00
122629,3.27,1.00
122724,11.28,-4.00
122818,14.12,-6.00
122912,9.80,-2.00
123006,0.39,4.00
123100,-7.25,10.00
123194,-6.69,9.00
123289,0.78,3.00
123383,10.12,-4.00
123477,14.97,-7.00
123571,12.01,-5.00
123665,2.72,2.00
123759,-6.80,9.00
123853,-9.14,10.00
123948,-3.53,5.00
124042,5.33,-1.00
124136,11.40,-6.00
124230,10.47,-5.00
124324,3.05,0.00
124418,-6.05,7.00
124513,-9.60,9.00
124607,-5.44,5.00
124701,2.47,0.00
124795,9.23,-5.00
124889,10.43,-6.00
124983,5.56,-2.00
125077,-2.45,4.00
125172,-7.05,7.00
125266,-4.82,5.00
125360,1.31,0.00
125454,7.40,-4.00
125548,9.53,-6.00
125642,6.54,-3.00
125736,-0.10,1.00
125831,-4.99,5.00
125925,-4.10,4.00
126019,1.15,0.00
126113,7.11,-4.00
126207,10.66,-7.00
126301,10.00,-6.00
126395,5.06,-2.00
126490,-0.56,2.00
126584,-2.91,3.00
126678,-0.79,1.00
126772,3.23,-1.00
126866,6.43,-3.00
126960,7.30,-4.00
127055,4.89,-2.00
127149,1.17,0.00
127243,-1.22,2.00
127337,-0.98,2.00
127431,1.29,0.00
127525,3.43,-1.00
127619,3.73,-1.00
127714,2.07,0.00
127808,-0.17,1.00
127902,-1.54,2.00
127996,-1.60,2.00
128090,-0.95,1.00
128184,-0.65,1.00
128279,-1.15,1.00
128373,-2.01,2.00
128467,-2.64,2.00
128561,-2.89,2.00
128655,-3.03,2.00
128749,-3.42,2.00
128843,-4.05,2.00
128938,-4.58,2.00
129032,-4.91,2.00
