34040,20.37,-3.00
34134,20.92,-3.00
34228,21.45,-3.00
34322,21.77,-3.00
34416,21.88,-3.00
34510,21.92,-3.00
34605,22.08,-3.00
34699,22.42,-3.00
34793,22.86,-3.00
34887,23.17,-3.00
34980,23.13,-2.00
35075,22.74,-2.00
35169,22.36,-1.00
35264,22.30,-1.00
35358,22.66,-1.00
35452,23.16,-1.00
35546,23.41,-1.00
35640,23.23,0.00
35734,22.79,0.00
35828,22.50,0.00
35923,22.67,0.00
36017,23.23,0.00
36111,23.72,0.00
36205,23.77,0.00
36299,23.40,0.00
36393,22.83,0.00
36487,22.54,0.00
36582,22.81,0.00
36676,23.46,0.00
36770,23.96,0.00
36864,23.90,0.00
36958,23.27,0.00
37052,22.55,0.00
37146,22.39,0.00
37241,22.98,0.00
37335,23.93,0.00
37429,24.51,0.00
37523,24.28,0.00
37617,23.45,0.00
37711,22.73,0.00
37806,22.84,0.00
37900,23.86,0.00
37994,25.09,-1.00
38088,25.50,-1.00
38182,24.63,0.00
38276,23.08,0.00
38370,22.06,1.00
38465,22.54,0.00
38559,24.26,0.00
38653,25.88,-1.00
38747,25.97,-1.00
38841,24.19,0.00
38935,21.70,1.00
39029,20.52,2.00
39124,21.95,1.00
39218,25.07,0.00
39312,27.55,-2.00
39406,27.67,-2.00
39500,25.22,0.00
39594,21.52,2.00
39688,19.13,4.00
39783,20.37,2.00
39877,24.34,0.00
39971,27.92,-3.00
40065,28.96,-3.00
40159,26.95,-1.00
40253,22.89,1.00
40347,19.03,4.00
40442,18.61,4.00
40536,22.44,0.00
40630,26.92,-2.00
40724,29.36,-4.00
40818,28.71,-3.00
40912,24.26,0.00
41007,18.41,4.00
41101,15.56,6.00
41195,17.62,4.00
41289,23.63,0.00
41383,29.63,-5.00
41477,32.94,-7.00
41571,30.98,-5.00
41666,23.52,0.00
41760,12.60,9.00
41854,4.19,15.00
41948,3.58,14.00
42042,8.73,9.00
42136,15.38,4.00
42230,18.90,1.00
42325,16.45,2.00
42419,8.33,8.00
42513,-1.77,16.00
42607,-6.30,18.00
42701,-2.32,13.00
42795,5.84,6.00
42889,14.00,0.00
42984,16.62,-2.00
43078,12.35,0.00
43172,2.56,8.00
43266,-6.86,14.00
43360,-8.56,14.00
43454,-2.74,9.00
43548,6.09,1.00
43643,12.99,-3.00
43737,13.41,-3.00
43831,7.35,0.00
43925,-2.46,8.00
44019,-8.51,12.00
44113,-5.93,9.00
44207,2.03,2.00
44302,11.34,-4.00
44396,16.43,-8.00
44490,14.37,-6.00
44584,6.05,0.00
44678,-4.20,8.00
44772,-8.46,11.00
44866,-4.03,6.00
44961,4.63,0.00
45055,13.13,-7.00
45149,15.81,-8.00
45243,11.50,-4.00
45337,1.73,3.00
45431,-7.16,9.00
45526,-8.07,9.00
45620,-1.79,4.00
45714,7.33,-2.00
45808,14.19,-7.00
45902,14.22,-7.00
45996,7.69,-1.00
46090,-2.58,6.00
46185,-8.99,10.00
46279,-6.18,7.00
46373,2.31,0.00
46467,12.24,-7.00
46561,17.51,-10.00
46655,14.87,-7.00
46749,5.62,0.00
46844,-5.54,8.00
46938,-10.42,11.00
47032,-6.24,7.00
47126,2.83,0.00
47220,11.95,-7.00
47314,14.64,-8.00
47408,9.56,-4.00
47503,-1.17,4.00
47597,-10.90,11.00
47691,-12.05,11.00
47785,-5.33,5.00
47879,4.82,-2.00
47973,12.71,-8.00
48067,13.16,-8.00
48162,6.50,-2.00
48256,-4.25,6.00
48350,-11.21,11.00
48444,-8.96,8.00
48538,-0.68,1.00
48632,9.32,-6.00
48726,14.84,-10.00
48821,12.67,-7.00
48915,3.97,0.00
49009,-6.60,7.00
49103,-10.69,10.00
49197,-5.74,5.00
49291,4.02,-2.00
49386,13.90,-10.00
49480,17.32,-12.00
49574,12.45,-8.00
49668,1.43,0.00
49762,-9.45,9.00
49856,-12.35,11.00
49950,-6.67,6.00
50045,3.19,-1.00
50139,11.73,-8.00
50233,13.14,-8.00
50327,7.15,-3.00
50421,-3.66,5.00
50515,-11.75,11.00
50609,-10.70,9.00
50704,-2.94,3.00
50798,7.41,-5.00
50892,14.63,-10.00
50986,14.28,-9.00
51080,7.05,-2.00
51174,-3.83,5.00
51268,-10.25,10.00
51363,-7.52,7.00
51457,0.89,0.00
51551,10.84,-7.00
51645,16.11,-10.00
51739,13.54,-8.00
51833,4.38,0.00
51927,-6.60,7.00
52022,-11.15,10.00
52116,-6.91,6.00
52210,2.17,-1.00
52304,11.60,-8.00
52398,15.08,-10.00
52492,10.99,-7.00
52586,0.93,0.00
52681,-9.06,8.00
52775,-11.07,9.00
52869,-4.99,4.00
52963,5.04,-4.00
53057,13.83,-10.00
53151,15.46,-10.00
53245,9.51,-5.00
53340,-1.56,3.00
53434,-10.67,10.00
53528,-11.23,10.00
53622,-4.80,4.00
53716,4.48,-3.00
53810,11.41,-8.00
53904,11.99,-7.00
53999,6.49,-3.00
54093,-3.03,4.00
54187,-9.22,9.00
54281,-7.54,7.00
54375,-1.13,1.00
54469,6.63,-4.00
54563,11.60,-8.00
54658,11.55,-7.00
54752,6.47,-3.00
54846,-1.38,3.00
54940,-5.72,6.00
55034,-3.28,4.00
55128,2.64,0.00
55222,8.90,-5.00
55317,12.62,-7.00
55411,12.34,-7.00
55505,7.53,-2.00
55599,0.12,3.00
55693,-4.56,6.00
55787,-3.17,5.00
55881,2.06,0.00
55976,7.43,-3.00
56070,11.14,-6.00
56164,11.97,-6.00
56258,8.98,-3.00
56352,2.61,1.00
56446,-2.92,5.00
56541,-4.14,6.00
56635,-1.26,3.00
56729,2.67,0.00
56823,5.51,-2.00
56917,6.39,-2.00
57011,4.08,0.00
57105,-0.37,2.00
57200,-3.89,5.00
57294,-4.33,5.00
57388,-2.21,3.00
57482,0.36,0.00
57576,1.51,0.00
57670,0.42,0.00
57764,-2.04,2.00
57859,-4.18,4.00
57953,-4.73,4.00
58047,-3.83,3.00
58141,-2.72,2.00
58235,-2.57,1.00
58329,-3.55,2.00
58423,-4.83,3.00
58518,-5.54,3.00
58612,-5.49,3.00
58706,-5.18,2.00
58800,-5.24,2.00
58894,-5.87,2.00
58988,-6.70,3.00
59082,-7.28,3.00
59177,-7.45,3.00
59271,-7.43,2.00
59365,-7.56,2.00
59459,-7.95,2.00
