-0.56,0.00
-1.40,0.00
-3.60,1.00
-7.95,2.00
-14.42,5.00
-20.16,5.00
-20.76,3.00
-14.99,0.00
-5.95,-3.00
2.74,-5.00
8.04,-4.00
8.28,-2.00
3.76,0.00
-2.39,2.00
-7.39,3.00
-9.03,1.00
-7.37,0.00
-4.47,-1.00
-1.72,-1.00
0.85,-2.00
2.96,-2.00
3.83,-1.00
3.11,0.00
0.98,0.00
-1.69,1.00
-3.42,1.00
-3.53,0.00
-2.49,0.00
-1.03,0.00
0.19,0.00
0.89,0.00
1.16,0.00
1.03,0.00
0.58,0.00
0.07,0.00
-0.26,0.00
-0.28,0.00
0.03,0.00
0.36,0.00
0.49,0.00
0.46,0.00
0.32,0.00
0.24,0.00
0.23,0.00
0.23,0.00
0.27,0.00
0.32,0.00
0.30,0.00
0.25,0.00
0.15,0.00
0.10,0.00
0.19,0.00
0.30,0.00
0.37,0.00
0.37,0.00
0.27,0.00
0.18,0.00
0.16,0.00
0.21,0.00
0.30,0.00
0.34,0.00
0.25,0.00
0.10,0.00
