-19.73,0.00
-19.97,0.00
-20.54,0.00
-21.67,0.00
-23.16,1.00
-24.15,2.00
-23.93,1.00
-22.56,0.00
-20.75,-1.00
-19.21,-2.00
-18.25,-2.00
-17.84,-2.00
-17.96,-2.00
-18.56,-1.00
-19.36,-1.00
-20.01,0.00
-20.31,0.00
-20.29,0.00
-20.03,0.00
-19.67,0.00
-19.33,-1.00
-19.07,-1.00
-18.98,-1.00
-19.04,-1.00
-19.22,0.00
-19.48,0.00
-19.74,0.00
-19.90,0.00
-19.93,0.00
-19.85,0.00
-19.66,0.00
-19.48,0.00
-19.36,0.00
-19.30,0.00
-19.33,0.00
-19.40,0.00
-19.46,0.00
-19.49,0.00
-19.48,0.00
-19.43,0.00
-19.39,0.00
-19.38,0.00
-19.42,0.00
-19.47,0.00
-19.51,0.00
-19.49,0.00
-19.46,0.00
-19.43,0.00
-19.40,0.00
-19.39,0.00
-19.43,0.00
-19.50,0.00
-19.54,0.00
-19.54,0.00
-19.53,0.00
-19.54,0.00
-19.54,0.00
-19.53,0.00
-19.56,0.00
-19.57,0.00
-19.59,0.00
