-0.08,0.00
-0.78,0.00
-2.59,1.00
-6.20,2.00
-11.67,5.00
-16.80,7.00
-17.89,8.00
-13.65,6.00
-6.35,2.00
1.06,0.00
6.29,-3.00
7.85,-4.00
5.81,-3.00
2.41,-1.00
-0.69,0.00
-2.50,0.00
-3.09,1.00
-3.57,1.00
-4.11,1.00
-3.72,1.00
-2.13,0.00
-0.02,0.00
1.75,-1.00
2.40,-1.00
1.82,-1.00
0.80,0.00
0.03,0.00
-0.39,0.00
-0.63,0.00
-0.91,0.00
-1.09,0.00
-0.78,0.00
-0.14,0.00
0.42,0.00
0.61,0.00
0.36,0.00
0.01,0.00
-0.14,0.00
-0.13,0.00
-0.06,0.00
-0.02,0.00
-0.06,0.00
-0.06,0.00
0.00,0.00
0.09,0.00
0.14,0.00
0.09,0.00
0.05,0.00
0.05,0.00
