-18.43,0.00
-19.04,0.00
-20.44,1.00
-23.20,2.00
-26.86,5.00
-29.09,6.00
-27.94,5.00
-24.03,1.00
-19.06,-2.00
-14.54,-5.00
-11.38,-7.00
-10.16,-7.00
-11.22,-6.00
-14.34,-3.00
-18.67,0.00
-22.88,3.00
-25.70,5.00
-26.43,5.00
-25.09,3.00
-22.12,1.00
-18.33,-1.00
-14.75,-4.00
-12.39,-5.00
-11.85,-5.00
-13.14,-4.00
-15.77,-1.00
-18.96,0.00
-21.87,2.00
-23.78,4.00
-24.18,4.00
-22.93,2.00
-20.54,0.00
-17.75,-1.00
-15.28,-3.00
-13.73,-4.00
-13.47,-4.00
-14.53,-2.00
-16.59,-1.00
-19.02,0.00
-21.15,2.00
-22.44,3.00
-22.57,2.00
-21.57,1.00
-19.77,0.00
-17.69,-1.00
-15.89,-2.00
-14.83,-3.00
-14.78,-2.00
-15.70,-1.00
-17.28,0.00
-19.04,0.00
-20.50,1.00
-21.26,2.00
-21.13,1.00
-20.24,1.00
-18.89,0.00
-17.47,-1.00
-16.35,-1.00
-15.78,-2.00
-15.88,-2.00
-16.60,-1.00
-17.71,0.00
-18.85,0.00
-19.76,1.00
-20.26,1.00
-20.23,1.00
-19.65,0.00
-18.73,0.00
-17.78,0.00
-17.03,-1.00
-16.69,-1.00
-16.77,-1.00
-17.21,0.00
-17.87,0.00
-18.60,0.00
-19.19,0.00
-19.47,0.00
-19.37,0.00
-18.94,0.00
-18.41,0.00
-17.96,0.00
-17.72,0.00
-17.67,0.00
-17.74,0.00
-17.91,0.00
-18.12,0.00
-18.31,0.00
-18.44,0.00
-18.44,0.00
-18.32,0.00
-18.21,0.00
-18.15,0.00
-18.12,0.00
-18.12,0.00
-18.16,0.00
-18.22,0.00
-18.30,0.00
-18.33,0.00
-18.28,0.00
-18.20,0.00
-18.13,0.00
-18.07,0.00
-18.04,0.00
-18.08,0.00
-18.12,0.00
-18.15,0.00
